0.000000000000000000e+00,7.117700280610078645e-02,1.434316694366265521e-01,2.167525913404381721e-01,2.911261801393876247e-01,3.665355895616993487e-01,4.430282308448175721e-01,5.208321328488936253e-01,6.015028864700601163e-01,6.864491812190653963e-01
2.958886519722316727e-02,9.277124582610515868e-02,1.658962794712611488e-01,2.406267438616071508e-01,3.165219229941042545e-01,3.934705272224379158e-01,4.714862515467294068e-01,5.507773642214188747e-01,6.327125122828513026e-01,7.199806071216274805e-01
6.296626381252122540e-02,1.195388225294788387e-01,1.918761093423973774e-01,2.674035966766546979e-01,3.444976332765188332e-01,4.227910486067303908e-01,5.021982607634171147e-01,5.829301917034647174e-01,6.661729042574485726e-01,7.559998316794448447e-01
1.015556288061675028e-01,1.518323910162315549e-01,2.217363866960039842e-01,2.972369460585694845e-01,3.751101760390382345e-01,4.544824161884947755e-01,5.351198563664596453e-01,6.172074501558860726e-01,7.018734949716129989e-01,1.345139213230298836e+00
1.470406573751698309e-01,1.902970734590329061e-01,2.560288328561723392e-01,3.303107978394312916e-01,4.083716351052988913e-01,4.884931670953027716e-01,5.701591539086762195e-01,6.535178237820263858e-01,1.401432203209918459e+00,1.399069460282414523e+00
2.009728947041197478e-01,2.357628389915324141e-01,2.952960470448369734e-01,3.668127593046389689e-01,4.442451903538674474e-01,5.247030317413140521e-01,6.071827574546292405e-01,1.456807865119128520e+00,1.450910864409452605e+00,1.446209356651543043e+00
2.636984594120002079e-01,2.888504881296098392e-01,3.397140976805124168e-01,4.068427233962538803e-01,4.826205235830745566e-01,5.629389508170370426e-01,1.504790501564926331e+00,1.500393790487917212e+00,1.494270561644749584e+00,1.488434216990974335e+00
3.338723034592148697e-01,3.496576629070021203e-01,3.889923569578561668e-01,4.502918883140042960e-01,5.242837467549009700e-01,1.543750739245681292e+00,1.543428124848359895e+00,1.539270815641983647e+00,1.533182464030958814e+00,1.526814146811917627e+00
4.088050415797263026e-01,4.168494562184588692e-01,4.430601700492527439e-01,1.565874087884559396e+00,1.575386663401348919e+00,1.579327127207880377e+00,1.578662564295419291e+00,1.574616710591760560e+00,1.568643321161684812e+00,1.562081283664110920e+00
4.912272388150232816e-01,1.567100382739712749e+00,1.588045203167459229e+00,1.601549989688470399e+00,1.609274917507764080e+00,1.612183375388198669e+00,1.611128528666051940e+00,1.607115372367527106e+00,1.601290685049495233e+00,1.594700973226417018e+00
