2.547549988172069124e+00,2.546766198199728048e+00,2.546734353770380377e+00,2.545330734726805044e+00,2.544413311881308370e+00,2.544436057902271120e+00,2.544173341360151497e+00,2.543831961495535587e+00,2.544250298731075333e+00,2.545745849609375000e+00
2.546621760966615078e+00,2.545335094380822838e+00,2.544758861849766962e+00,2.543419310765236752e+00,2.542333946464965244e+00,1.775540180087829878e+00,1.769684596091323669e+00,1.764574133831521729e+00,1.764556126564926331e+00,1.761882900451281042e+00
2.545070861437305876e+00,2.543695295819584423e+00,1.781397470035908315e+00,1.769790175538625832e+00,1.762944760529891353e+00,1.759192425271739024e+00,1.754827463848990687e+00,1.749754722073951774e+00,1.748223535762810643e+00,1.743761145550271729e+00
2.544150216238839413e+00,1.773383857300562916e+00,1.766434189695749168e+00,1.755611822471855543e+00,1.747577169667119623e+00,1.741546251759025665e+00,1.738835684260966685e+00,1.733629309612771729e+00,1.731244010214479712e+00,1.727967824995147561e+00
2.543059544533676331e+00,1.761689559273097894e+00,1.747095333123058980e+00,1.742073011694487583e+00,1.734446270865683148e+00,1.727963275790954878e+00,1.724374711883734479e+00,4.038657905152125138e-02,3.987509567545067385e-02,4.067195868640212375e-02
1.779089507108889689e+00,1.748394130920031042e+00,1.731559421705163082e+00,3.235733435020683724e-02,3.031978844115452640e-02,3.319575031351598704e-02,3.023476334092039391e-02,3.151790843987316987e-02,3.196170759497221625e-02,3.189033306903720638e-02
1.766614831012228271e+00,1.964674825253693788e-02,3.305556315072574747e-02,2.403620903536399581e-02,2.245889391217912798e-02,2.417838647498847526e-02,2.194900246140379235e-02,2.418782844306519367e-02,2.681128282724700232e-02,2.814225084292962600e-02
1.516825664117469469e-02,1.628991831903872298e-02,2.326850417237844373e-02,1.936851080900393526e-02,2.046848676219489849e-02,2.139247426335115498e-02,2.411605704645192541e-02,2.695921192998471452e-02,2.827962437031432061e-02,2.979002532011233370e-02
9.242422092034949244e-03,1.735098465629245773e-02,2.082008012333271679e-02,2.371368793226917224e-02,2.647770117528690237e-02,3.104644680615537694e-02,3.610813839835409766e-02,3.906630877382266664e-02,4.008895566004403582e-02,4.198219465172808862e-02
0.000000000000000000e+00,2.183208110169594304e-02,2.875837183887173729e-02,3.523146587869395441e-02,4.035556982763065237e-02,4.619704418300842053e-02,4.906505975664032099e-02,5.245153059870560214e-02,5.612985836052746674e-02,5.878408206916003326e-02
